Domain,IP,DNS A,Registrar,Country,Org,Reverse DNS,Port Scan
github.com,140.82.121.4,['140.82.121.4'],"MarkMonitor, Inc.",US,GITHU,lb-140-82-121-4-fra.github.com,Error running nmap: [WinError 2] The system cannot find the file specified
