Domain,IP,DNS A,Registrar,Country,Org,Reverse DNS,Port Scan
google.com,142.250.203.238,['142.250.203.238'],"MarkMonitor, Inc.",US,GOOGLE,mrs08s21-in-f14.1e100.net,Error running nmap: [WinError 2] The system cannot find the file specified
